url,title,content,image_url,local_image_path,permalink
https://global.shaktimanagro.com/champion-11/,Champion 11 ES ,"Inbuilt Air Compressor for Cleaning machine, radiator grille and filling air in tyres. Auto cleaning system prevents overheating enabling machine to work for longer duration. Extractor hood with ceramic coating to prevent excessive wera and tear during operation. ES",https://global.shaktimanagro.com/wp-content/uploads/2024/08/1-2.png,champion-11.png,champion-11
https://global.shaktimanagro.com/champion-12/,Champion 12 ES ,"Inbuilt Air Compressor for Cleaning machine, radiator grille and filling air in tyres. Auto cleaning system prevents overheating enabling machine to work for longer duration. Extractor hood with ceramic coating to prevent excessive wera and tear during operation. ES",https://global.shaktimanagro.com/wp-content/uploads/2024/08/1-2.png,champion-12.png,champion-12
https://global.shaktimanagro.com/champion-13/,Champion 13 ES ,"Inbuilt Air Compressor for Cleaning machine, radiator grille and filling air in tyres. Auto cleaning system prevents overheating enabling machine to work for longer duration. Extractor hood with ceramic coating to prevent excessive wera and tear during operation. ES",https://global.shaktimanagro.com/wp-content/uploads/2024/08/1-2.png,champion-13.png,champion-13
https://global.shaktimanagro.com/champion-14/,Champion 14 ES ,"Inbuilt Air Compressor for Cleaning machine, radiator grille and filling air in tyres. Auto cleaning system prevents overheating enabling machine to work for longer duration. Extractor hood with ceramic coating to prevent excessive wera and tear during operation. ES",https://global.shaktimanagro.com/wp-content/uploads/2024/08/1-2.png,champion-14.png,champion-14
https://global.shaktimanagro.com/champion-15/,Champion 15 ES ,"Inbuilt Air Compressor for Cleaning machine, radiator grille and filling air in tyres. Auto cleaning system prevents overheating enabling machine to work for longer duration. Extractor hood with ceramic coating to prevent excessive wera and tear during operation. ES",https://global.shaktimanagro.com/wp-content/uploads/2024/08/1-2.png,champion-15.png,champion-15
https://global.shaktimanagro.com/champion-16/,Champion 16 ES ,"Inbuilt Air Compressor for Cleaning machine, radiator grille and filling air in tyres. Auto cleaning system prevents overheating enabling machine to work for longer duration. Extractor hood with ceramic coating to prevent excessive wera and tear during operation. ES",https://global.shaktimanagro.com/wp-content/uploads/2024/08/1-2.png,champion-16.png,champion-16
https://global.shaktimanagro.com/shaktiman-3737/,Shaktiman 3737 ES ,"Inbuilt Air Compressor for Cleaning machine, radiator grille and filling air in tyres. Auto cleaning system prevents overheating enabling machine to work for longer duration. Extractor hood with ceramic coating to prevent excessive wera and tear during operation. ES",https://global.shaktimanagro.com/wp-content/uploads/2024/08/product-img.png,shaktiman-3737.png,shaktiman-3737
https://global.shaktimanagro.com/mini-plus/,MINI PLUS ,"MINI PLUS rotary tillers have a robust design that is particularly appropriate for small-scale farming, inter-rowcultivation and green houses. These rotary tillers can be used for dry cultivation but also wet cultivation insmall paddy fields. MINI PLUS for the farmers’ tiniest needs.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/MINI-PLUS-1.png,mini-plus.png,mini-plus
https://global.shaktimanagro.com/mini-plus-th/,MINI PLUS TH ,"MINI PLUS TH rotary tillers have a robust design that is particularly appropriate for small-scale farming, inter-row cultivation and green houses. These rotary tillers can be used for dry cultivation but also wet cultivation in small paddy fields. MINI PLUS TH for the farmers’ tiniest needs.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/MINI-PLUS-TH-NEW.png,mini-plus-th.png,mini-plus-th
https://global.shaktimanagro.com/reverse-forward/,REVERSE FORWARD ,"The RF rotary tiller is a compact, two-way operating implement, i.e. the gearbox moves in dual directions reverse and forward. The RF rotary tiller performs deep tillage along with fine pulverization in the first passage, while its J-shaped blades penetrate the ground for deeper tillage.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-REVERSE-FORWARD-1200x796.png,reverse-forward.png,reverse-forward
https://global.shaktimanagro.com/fma-ultralight/,FMA ULTRA LIGHT ,"The FMA rotary tillers are designed for a variety of horticulture, agriculture and commercial applications to till the soil for seedbed and planting preparation. Ultralight FMA rotary tillers are available in different sizes and working widths.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-ULTRA-LIGHT-1200x814.png,fma-ultralight.png,fma-ultralight
https://global.shaktimanagro.com/ul-manual/,UL MANUAL ,"The UL MANUAL rotary tiller is a side-shift tiller. By means of its adjustable rotor shaft, it can be operated in central as well as in offset positions. This makes the tiller particularly suitable for operations in open orchards, where tractor maneuvering might be quite tricky.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-UL-MANUAL-1200x814.png,ul-manual.png,ul-manual
https://global.shaktimanagro.com/proton/,PROTON ,PROTON rotary tillers are designed for mini tractors. It is a powerful handy tool for lighter applications where soft tillage is required in inter cultivations.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-PROTON-1200x1046.png,proton.png,proton
https://global.shaktimanagro.com/fighter/,FIGHTER ,"Soil and seedbed preparation are essential steps in modern agriculture. Efficient and careful operations are key to producing high crop yields. Likewise important are reliable implements and farming tools when it comes to breaking and loosening the soil, removing weeds, increasing nutrients, improving soil aeration and drainage. Whether it is for primary or secondary tillage, Shaktiman has the right solution to prepare your soilfor healthy crops.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Fighter-1-1200x1032.png,fighter.png,fighter
https://global.shaktimanagro.com/ul/,UL ,UL rotary tillers are particularly suitable for small-scale farming with smaller HP tractors. The UL series has been exclusively designed for European and American markets. UL rotary tillers are perfect for gardening and hobby farming.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-UL-1200x891.png,ul.png,ul
https://global.shaktimanagro.com/um/,UM ,The UM series consists of versatile medium-duty tillers for tractors with 25 to 50 HP. Their low maintenance and dependable design are perfect for demanding soil. UM rotary tillers are also suitable for vineyards and orchards.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-UM-1200x717.png,um.png,um
https://global.shaktimanagro.com/uh/,UH ,The UH series consists of heavy-duty tillers suitable for 40 to 65 HP tractors. These tillers are intended for very demanding and stony soil. The sturdy design and heavy-duty gearbox are apt for tough usage.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/UH-Series-1200x689.png,uh.png,uh
https://global.shaktimanagro.com/regular-light/,REGULAR LIGHT ,"The REGULAR LIGHT rotary tillers have a lean and mean design particularly carved out for puddling operations. These handy implements are great for seedbed preparation on clay soil or delta belts. The REGULAR LIGHT rotary tillers are agile and robust at the same time. Thanks to their light weight and easy handling, they contribute to the tractor’s fuel efficiency. Variable speeds and multiple blade options facilitate secondary tillage operations.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-REGULAR-LIGHT-1200x927.png,regular-light.png,regular-light
https://global.shaktimanagro.com/regular-smart/,REGULAR SMART ,"REGULAR SMART rotary tillers are multi-talents that can be used for both wet and dry tillage operations.REGULAR SMART tillers prepare a fine seedbed on light and medium soils with minimum passages with all weather conditions. The series comes with multiple drives, speeds, and blades to choose from.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Regular-Plus-1-1200x876.png,regular-smart.png,regular-smart
https://global.shaktimanagro.com/regular-plus/,REGULAR PLUS ,"REGULAR PLUS rotary tillers are suitable for medium and hard soil combining the features of the LIGHT and SMART models of the same product family. REGULAR PLUS rotary tillers are available in multiple drives, speeds, and drives and are perfect for superior seedbed preparation for both dry and wet soil tillage operations.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-REGULAR-LIGHT-1200x927.png,regular-plus.png,regular-plus
https://global.shaktimanagro.com/semi-champion/,SEMI CHAMPION ,"The SEMI CHAMPION rotary tillers have developed to preserve and enhance soil condition and health. The specifically designed blades and rotor contribute to retaining moisture and increasing porosity. This results in better aeration and ensures the quality of seed germination. The robust and stable construction is available with different combinations of drives, speeds, and blades.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Semi-Champion-1-1200x777.png,semi-champion.png,semi-champion
https://global.shaktimanagro.com/semi-champion-plus/,SEMI CHAMPION PLUS ,"SEMI CHAMPION PLUS rotary tillers are very versatile for all types of soil. Thanks to latest technologies and a great variety of speeds, blades, and drive-shaft combinations, these tillers boost with unmatched efficiency when it comes to pulverization.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Semi-Champion-Plus-5.5-feet-TM-1200x800.png,semi-champion-plus.png,semi-champion-plus
https://global.shaktimanagro.com/champion-17/,CHAMPION ,"The CHAMPION rotary tiller, as its name suggests, is an out-and-out heavy-duty performer on all types of soils. It has been specifically built for deep tillage, such as in sugarcane and banana fields. Superior performance through different combinations of drives, speeds and blade types along with trouble-free maintenance make this rotary tiller a true CHAMPION.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-CHAMPION.png,champion-17.png,champion-17
https://global.shaktimanagro.com/champion-america/,CHAMPION AMERICA ,"The CHAMPION AMERICA rotary tiller, as its name suggests, is an out-and-out heavy-duty performer on all types of soils. It has been specifically built for deep tillage, such as in sugarcane and banana fields. Superior performance through different combinations of drives, speeds and blade types along with trouble-free maintenance make this tiller a true CHAMPION.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/CHAMPION-AMERICA-1-1200x641.png,champion-america.png,champion-america
https://global.shaktimanagro.com/side-shift/,SIDE SHIFT ,"The SIDE SHIFT rotary tiller features a hydraulic-cylinder shift mechanism that enables operations in central as well as offset positions. As a result, the tiller can easily reach and operate in orchards or vineyards as well as under and between bushes and trees. The SIDE SHIFT rotary tiller has a robust frame and robust structure making it suitable also for tough operating conditions. It is also suitable for track-type tractors.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Side-Shift-Rotary-Tiller-1200x635.png,side-shift.png,side-shift
https://global.shaktimanagro.com/viktor/,VIKTOR ,"VIKTOR is a multi-purpose rotary tiller that is able to deal with a variety of different tillage applications. It can be used for dryland cultivations ranging from medium to heavy soils. Being available with hydraulically or mechanically adjustable rollers, different speeds, blades, and drive shafts, VIKTOR is your winning element in every situation.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-TILLER-VIKTOR-1200x1064.png,viktor.png,viktor
https://global.shaktimanagro.com/viktor-plus/,VIKTOR PLUS ,"VIKTOR PLUS is a multi-purpose rotary tillers that is able to deal with a variety of different tillage applications. It can be used for dryland cultivations ranging from medium to heavy soils. Being available with hydraulically or mechanically adjustable rollers, different speeds, blades, and drive shafts, VIKTOR PLUS is your winningelement in every situation.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Viktor-Plus-Series-1.75-1200x895.png,viktor-plus.png,viktor-plus
https://global.shaktimanagro.com/tusker/,TUSKER ,"The TUSKER rotary tiller is specifically designed for banana fields. It features a larger blade for hull clearance providing the extra space required for crushing the banana stems during tillage. This rotary tiller is also suitable for slashing dense, fibrous residue and roots of crops, such as banana, papaya, and sugarcane, which it mixes with the soil in one go. TUSKER comes with multiple speed options and can be fine-tuned through some technical tweaks.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SHAKTIMAN-TUSKER-012A2303-1200x800.png,tusker.png,tusker
https://global.shaktimanagro.com/la-tusker/,LA TUSKER ,"The L-AMERICA rotary tiller is specifically designed for banana fields. It features a larger blade for hull clearance providing the extra space required for crushing the banana stems during tillage. This rotary tiller is also suitable for slashing dense, fibrous residue and roots of crops, such as banana, papaya, and sugarcane, which it mixes with the soil in one go. TUSKER comes with multiple speed options and is fine-tuned through some technical tweaks.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/LA-TUSKER-or-L-America-1-1200x828.png,la-tusker.png,la-tusker
https://global.shaktimanagro.com/inter-cultivator/,INTER CULTIVATOR ,"The INTER CULTIVATOR is a rotary tiller specifically designed for sugarcane fields. As the name suggests, the INTER CULTICATOR tills alternate lanes of sugarcane crop easily.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Inter-Row-Rotary-Tiller-1200x678.png,inter-cultivator.png,inter-cultivator
https://global.shaktimanagro.com/cultisol/,CULTISOL ,The CULTISOL rotary tiller is a robust and durable implement for hard soil. It features a spring-protection mechanism for stony land. An optional hydraulic depth control is available. CULTISOL has a European design and provides high-class performance along with great efficiency while running operations smoothly.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/102-ROTARY-TILLER-CULTISOL-1200x841.png,cultisol.png,cultisol
https://global.shaktimanagro.com/jumbo/,JUMBO ,"JUMBO is one of the heaviest of all rotary tillers from Shaktiman. It features an extraordinarily robust structure providing cutting-edge performance and efficiency even on hard soil. Thanks to hydraulically and mechanically adjustable rollers, multi-speed options and different blade types this rotary tiller ensures easy chopping even of thick and strongly rooted crop residue. JUMBO is designed for heavy-duty applications and covers large areas in less time even in case of challenging soil conditions and large-scale farming operations.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/JUMBO-SERIES-1-1200x617.png,jumbo.png,jumbo
https://global.shaktimanagro.com/jar-4-5-m/,JAR 4.5 M ,"JAR 4.5 M is one of the heaviest of all rotary tillers from Shaktiman. It features an extraordinarily robust structure providing cutting-edge performance and efficiency even on hard soil. Thanks to hydraulically and mechanically adjustable rollers, multi-speed options and different blade types this rotary tiller ensures easy chopping even of thick and strongly rooted crop residue. JAR 4.5 M is designed for heavy-duty applications and covers large areas in less time even in case of challenging soil conditions and large-scale farming operations.",https://global.shaktimanagro.com/wp-content/uploads/2025/02/Jar-4.5.png,jar-4-5-m.png,jar-4-5-m
https://global.shaktimanagro.com/dhaan-mitram/,DHAAN MITRAM ,"DHAAN MITRAM is a light, but strong rotary tiller specifically designed for highest efficiency in puddling operations. This rotary tiller has a larger area coverage with a less-horse-power tractor. The large spring rake equipment makes a smooth and fine soil surface. The leveling plate achieves a uniform flat bed with the required surface compaction. DHAAN MITRAM stands for fuel, cost, and time savings.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Dhaan-Mitram-1200x591.png,dhaan-mitram.png,dhaan-mitram
https://global.shaktimanagro.com/srpl-light/,SRPL LIGHT ,"SRPL LIGHT is a power harrow series specifically designed for 50-HP to 80-HP tractors provided with a CAT-II hitch. SRPL LIGHT is particularly suitable for stony soils. It is available on request with packer, cage, and spike rollers.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/41-Light-Power-Harrow-SRPL-1200x919.png,srpl-light.png,srpl-light
https://global.shaktimanagro.com/srp/,SRP ,"SRP is a power harrow series specifically designed for tractors ranging from 35 HP to 115 HP provided with a CAT-II hitch. SRP power harrows have a working width up to 3.5 meters and are particularly suitable for stony and demanding soils. They are available on request with packer, cage, and spike rollers.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/POWER-HARROW-SRP-1200x633.png,srp.png,srp
https://global.shaktimanagro.com/e-90/,E 90 ,"The E 90 power harrow has been specifically designed for 65-HP to 95-HP tractors provided with a CAT-II hitch. E 90 has a working width up to 2.46 meters and is particularly suitable for stony and demanding soils. It is available on request with packer, cage, and spike rollers.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SPH-E90-1200x680.png,e-90.png,e-90
https://global.shaktimanagro.com/m-120/,M 120 ,"The M 120 is a power harrow series specifically designed for tractors ranging from 80 HP to 120 HP provided with a CAT-II or III hitch. The power harrows have a working width of 2.5 and 3 meters and are particularly suitable for professional usage. The M 120 series can be combined with seed drills and are equipped with a PTO shaft and a slip clutch. They are available on request with packer, cage, and spike rollers.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/36-Power-Harrow-M120-1200x693.png,m-120.png,m-120
https://global.shaktimanagro.com/h-160/,H 160 ,"The H 160 is a power harrow series specifically designed for tractors ranging from 120 HP to 170 HP provided with a CAT-II or III hitch. H 160 power harrows have a working width from 3 to 4 meters. They are particularly designed for heavy-duty soil bed preparation and can be combined with seed drills. The H 160 power harrows are equipped with a PTO shaft and a slip clutch. On request they are available with packer, cage, and spike rollers.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/H160-1-1200x396.png,h-160.png,h-160
https://global.shaktimanagro.com/bma/,BMA ,"The BMA flail mower is basically a grass shredder designed for hobby farming. It adapts well to low-power tractors and is also robust for mowing tall grass. BMA standard equipment includes an internal freewheel clutch, Y-shaped grass scoops as well as an adjustable roller.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/BMA-NEW-1200x800.png,bma.png,bma
https://global.shaktimanagro.com/bmo/,BMO ,"The BMO flail mower is basically a grass shredder designed for hobby farming. It adapts well to low-power tractors and is also robust for mowing tall grass. BMO standard equipment includes an internal freewheel clutch, Y-shaped grass scoops as well as an adjustable roller. BMO flail mowers can be used both behind and laterally to the tractor in five different positions.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/12.-BMO-1200x800.png,bmo.png,bmo
https://global.shaktimanagro.com/sgm/,SGM ,"The SGM grooming mower is specifically designed for professional mowing of lawns and grassland. 4 swivel wheels enable the mower to follow the contour of the ground providing a precise and levelled cut even on rough terrains. The SGM grooming mower is best suitable for private and public lawns or parks, airports, hospitals, highways, golf courses, etc.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/53-GROOMING-MOWER-SGM-2.1-1200x870.png,sgm.png,sgm
https://global.shaktimanagro.com/sdfm/,SDFM ,"The SDFM is a side discharge flail mower specifically designed for cutting grass and shredding fibrous and wood stalks up to a diameter of 8 cm. The shredded residues are then discharged back to the soil from both sides of the mower. SDFM is a perfect implement for vineyards. By replacing the discharge unit with a shutter, it can also be used as an ordinary flail mower.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SHAKTIMAN-SDFM-3.75-115-012A8071-1200x800.png,sdfm.png,sdfm
https://global.shaktimanagro.com/spfm/,SPFM ,"The SPFM is a professional pick-up flail mower featuring twin rotors. The front rotor makes sure that every stalk of straw is picked and shredded finely in the chamber. SPFM is best suited for shredding olive and orchard branches, as well as for vineyard and forestry applications. The SPFM pick-up flail mower comes with fixed or optional pivot wheels for best operations.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/46-PICKUP-FLAIL-MOWER-SPFM-1200x798.png,spfm.png,spfm
https://global.shaktimanagro.com/sfm/,SFM ,"The SFM is a light-duty flail mower suitable for tractors ranging from 30 to 60 HP. The SFM flail mower comes with multiple options. It is available with hammers as well as knives. The variety of roller options, rakes and standard cover along with hydraulic and mechanical shift mechanism make the SFM flail mower a complete solution for the mowing needs on smaller farms.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SFM-1-1200x591.png,sfm.png,sfm
https://global.shaktimanagro.com/bmf/,BMF ,The BMF is a medium-duty flail mower designed for vineyards and orchards. BMF is available in different sizes up to 2.4 m and can shred shoots of up to 6 cm diameter. BMF distinguishes for its strong frame and heavy hammers in addition to a robust gearbox design with a free-wheel mechanism. All these features make it the perfect flail mower for all fruit and wine growers.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/BMF-3-1200x789.png,bmf.png,bmf
https://global.shaktimanagro.com/bpf/,BPF ,BPF is a heavy-duty flail mower suitable for all mowing needs. It easily shreds grass and plant residue up to a thickness of 8 cm. The BPF flail mower has a very robust construction and requires little maintenance.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/BPF-HEAVY-DUTY-1200x814.png,bpf.png,bpf
https://global.shaktimanagro.com/bpf-hyd-back-door/,BPF HYD BACK DOOR ,BPF HYD BACK DOOR is a heavy-duty flail mower suitable for all mowing needs. It easily shreds grass and plant residue up to a thickness of 8 cm. The BMF HYD BACK DOOR flail mower has a very robust construction and requires little maintenance.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/BPF-HYD-Back-door-1-1200x814.png,bpf-hyd-back-door.png,bpf-hyd-back-door
https://global.shaktimanagro.com/bpf-closed-deck/,BPF CLOSED DECK ,BPF CLOSED DECK is a heavy-duty flail mower suitable for all mowing needs. It easily shreds grass and plant residue to a thickness of 8 cm. The BPF CLOSED DECK flail mower has a very robust construction and requires little maintenance.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/BPF-HEAVY-DUTY-1200x814.png,bpf-closed-deck.png,bpf-closed-deck
https://global.shaktimanagro.com/srm/,SRM ,The SRM rotary mulcher is basically a specifically designed flail mower for the mulching needs of sugarcane farmers. Its raised deck makes shredding and mulching of almost all crops easy. The SRM rotary mulcher is available in both fixed and hydraulic variants.,https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-MULCHER-SRM-1200x817.png,srm.png,srm
https://global.shaktimanagro.com/afm/,AFM ,"AFM is a flail mower that features a hydraulic arm to facilitate mowing of slopy grounds, roadsides, farms and trenches. Its 150-degree maneuverability makes it perfect for multiple areas and corners. Whether it is for municipalities, farmers, or forestry departments, the AFM armed flail mower is the right solution for tricky tasks.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SHAKTIMAN-ARM-FLAIL-MOWER-SAFM-1.6-012A7048-1200x800.png,afm.png,afm
https://global.shaktimanagro.com/bvf/,BVF ,"As the heaviest Shaktiman flail mower, BVF facilitates all professional farming operations. It comes with a robust, yet sleek design, and a balanced rotor with hammers. The BVF flail mower can easily chop and shred anything that comes in its way.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/45-FLAIL-MOWER-BVF-1200x814.png,bvf.png,bvf
https://global.shaktimanagro.com/srs/,SRS ,"SRS has been specifically designed for slashing pasture toppings, rough-tough shrubs, and cutting tall weed or grass up to 25 mm. The SRS rotary slasher is a robust, yet handy implement for the maintenance of grassland, road verges and lawns proving the finest shredding.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/ROTARY-SLASHER-SRS.png,srs.png,srs
https://global.shaktimanagro.com/sgmf/,SGMF ,"SGMF has been specifically designed for slashing pasture toppings, rough-tough shrubs, and cutting tall weed or grass up to 25 mm. The SGMF rotary slasher is a robust, yet handy implement for the maintenance of grassland, road verges and lawns proving the finest shredding.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SGMF-Model-1.35-1200x983.png,sgmf.png,sgmf
https://global.shaktimanagro.com/sgpf/,SGPF ,"SGPF has been specifically designed for slashing pasture toppings, rough-tough shrubs, and cutting tall weed or grass up to 25 mm. The SGPF rotary slasher is a robust, yet handy implement for the maintenance of grassland, road verges and lawns proving the finest shredding.",https://global.shaktimanagro.com/wp-content/uploads/2025/02/SGPF-1200x800-1.png,sgpf.png,sgpf
https://global.shaktimanagro.com/sga/,SGA ,"SGA has been specifically designed for slashing pasture toppings, rough-tough shrubs, and cutting tall weed or grass up to 20 mm. The SGA rotary slasher is a robust, yet handy implement for the maintenance of grassland, road verges and lawns proving the finest shredding.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SGA-1.45-1200x784.png,sga.png,sga
https://global.shaktimanagro.com/slc-joy-cutter/,SLC ,"SLC has been specifically designed for slashing pasture toppings, rough-tough shrubs, and cutting tall weed or grass up to 20 mm. The SLC is a robust, yet handy rotary slasher for the maintenance of grassland, road verges and lawns proving the finest shredding.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/20.-SLC-Joy-Cutter-1200x680.png,slc-joy-cutter.png,slc-joy-cutter
https://global.shaktimanagro.com/srsh/,SRSH ,"SRSH is a high-clearance rotary slasher. It has been specifically designed for rice stubbles and grass cutting. Featuring a higher ground clearance than the previous version, SRSH easily cuts grass or stubbles to 2-3 cm height.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SRSH-1-1200x800.png,srsh.png,srsh
https://global.shaktimanagro.com/shr/,SHR ,"SHR is a ground-driven tractor-mounted hay rake designed to move mowed windrows across the soil surface or remaining crop stubble, creating a narrower windrow that dries rapidly. SHR has a simple shock-absorbing system that keeps the rake properly grounded. The SHR hay rake has no gears, chains, or other drive components making it a truly low-maintenance tool. It is suitable for paddy, wheat straw, and sugarcane trash.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/Hay-Rake-1200x927.png,shr.png,shr
https://global.shaktimanagro.com/srhr/,SRHR ,"SRHR is a PTO hay rake meeting all requirements of careful and rapid swathing. It passes through the forage delicately without twisting or entangling, making hence subsequent baling easier. This rotary hay rake works seamlessly on both flat and hilly terrains. SRHR has a light but robust construction ensuring optimized harvesting by raking greater hay quantities at once.",https://global.shaktimanagro.com/wp-content/uploads/2024/10/SHAKTIMAN-ROTARY-HAY-RAKE-SRHR-3.5-9-0D5A2052-1200x800.png,srhr.png,srhr
